connectionId,positive_similarity_results,negative_similarity_results
179910,"{'oké': {'n_occurrences': 2, 'pairwise_sims': [0.9757414367851917], 'mean_sim': np.float64(0.9757414367851917)}}",{}
179910,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9102882087208435], 'mean_sim': np.float64(0.9102882087208435)}, 'hopen': {'n_occurrences': 2, 'pairwise_sims': [0.9698354956359815], 'mean_sim': np.float64(0.9698354956359815)}}",{}
179910,"{'zin': {'n_occurrences': 2, 'pairwise_sims': [0.7807485027079916], 'mean_sim': np.float64(0.7807485027079916)}}",{}
179910,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.867786705081524], 'mean_sim': np.float64(0.867786705081524)}}",{}
179910,{},{}
179910,{},{}
179910,{},{}
179910,{},{}
179910,{},{}
179910,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.9032074781560397, 0.8862572909059618, 0.9217915673691988], 'mean_sim': np.float64(0.9037521121437334)}}",{}
179910,"{'gezellig': {'n_occurrences': 2, 'pairwise_sims': [0.8997231133644412], 'mean_sim': np.float64(0.8997231133644412)}}",{}
179910,"{'prima': {'n_occurrences': 2, 'pairwise_sims': [0.8873959356428844], 'mean_sim': np.float64(0.8873959356428844)}, 'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8934227538490176], 'mean_sim': np.float64(0.8934227538490176)}}",{}
179910,"{'oké': {'n_occurrences': 2, 'pairwise_sims': [0.9794543054353475], 'mean_sim': np.float64(0.9794543054353475)}}","{'erg': {'n_occurrences': 5, 'pairwise_sims': [0.905176612667866, 0.9559620444164825, 0.9528170433147575, 0.8688259104252456, 0.9165869048156947, 0.9158959056080065, 0.8916653613049424, 0.983101290902113, 0.8630829540780868, 0.8700749804643938], 'mean_sim': np.float64(0.9123189007997589)}}"
179910,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9632089070749877], 'mean_sim': np.float64(0.9632089070749877)}}",{}
179910,{},{}
179910,{},{}
179910,"{'zin': {'n_occurrences': 2, 'pairwise_sims': [0.9114212602186612], 'mean_sim': np.float64(0.9114212602186612)}}",{}
179910,"{'rustig': {'n_occurrences': 2, 'pairwise_sims': [0.937273104502439], 'mean_sim': np.float64(0.937273104502439)}}",{}
179910,"{'hopen': {'n_occurrences': 2, 'pairwise_sims': [0.794275705061883], 'mean_sim': np.float64(0.794275705061883)}}",{}
179910,{},{}
179910,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9525396969884908], 'mean_sim': np.float64(0.9525396969884908)}}",{}
179910,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8964052212151512], 'mean_sim': np.float64(0.8964052212151512)}}",{}
179910,"{'zin': {'n_occurrences': 2, 'pairwise_sims': [0.8774155287279812], 'mean_sim': np.float64(0.8774155287279812)}}",{}
179910,{},{}
179910,{},{}
179910,{},{}
179910,"{'hopen': {'n_occurrences': 2, 'pairwise_sims': [0.9487949415461321], 'mean_sim': np.float64(0.9487949415461321)}, 'energie': {'n_occurrences': 2, 'pairwise_sims': [0.9463684390804753], 'mean_sim': np.float64(0.9463684390804753)}}",{}
180144,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8740327704352931, 0.8819799495568272, 0.8795015400677332], 'mean_sim': np.float64(0.8785047533532845)}}",{}
180144,{},{}
180144,{},{}
180144,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8501050211113877], 'mean_sim': np.float64(0.8501050211113877)}}",{}
180144,{},{}
180144,{},{}
180144,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8688673552040637], 'mean_sim': np.float64(0.8688673552040637)}}",{}
180144,"{'aangenaam': {'n_occurrences': 2, 'pairwise_sims': [0.911616267851221], 'mean_sim': np.float64(0.911616267851221)}}","{'raken': {'n_occurrences': 2, 'pairwise_sims': [0.8831131752074544], 'mean_sim': np.float64(0.8831131752074544)}}"
180144,"{'blij': {'n_occurrences': 2, 'pairwise_sims': [0.9447101427142255], 'mean_sim': np.float64(0.9447101427142255)}}","{'sluiten': {'n_occurrences': 2, 'pairwise_sims': [0.9123373759417481], 'mean_sim': np.float64(0.9123373759417481)}}"
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},"{'last': {'n_occurrences': 2, 'pairwise_sims': [0.9755064129133595], 'mean_sim': np.float64(0.9755064129133595)}}"
180144,{},{}
180144,{},{}
180144,{},{}
180144,"{'happy': {'n_occurrences': 2, 'pairwise_sims': [0.9361872645173638], 'mean_sim': np.float64(0.9361872645173638)}}",{}
180144,{},{}
180144,{},{}
180144,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9130542230398675], 'mean_sim': np.float64(0.9130542230398675)}}",{}
180144,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8862418251440276, 0.8902008429391164, 0.8926140331975134], 'mean_sim': np.float64(0.8896855670935525)}}",{}
180144,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8539877562807299, 0.8355374486584183, 0.9234123045117449], 'mean_sim': np.float64(0.8709791698169643)}}",{}
180144,{},{}
180144,{},{}
180144,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9150072295379311], 'mean_sim': np.float64(0.9150072295379311)}}",{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},"{'slecht': {'n_occurrences': 2, 'pairwise_sims': [0.9049068371885125], 'mean_sim': np.float64(0.9049068371885125)}}"
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8994863753325398, 0.9514851976810975, 0.894941805144892], 'mean_sim': np.float64(0.9153044593861764)}}",{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8368152990527199, 0.8278740159902749, 0.9496086501734585], 'mean_sim': np.float64(0.8714326550721512)}}",{}
180144,{},"{'negatief': {'n_occurrences': 3, 'pairwise_sims': [0.9794714282638213, 0.9073492029555035, 0.9075932995900785], 'mean_sim': np.float64(0.9314713102698011)}}"
180144,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9384978738354628], 'mean_sim': np.float64(0.9384978738354628)}}",{}
180144,{},{}
180144,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8194126446128327], 'mean_sim': np.float64(0.8194126446128327)}}",{}
180144,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8398332694441688], 'mean_sim': np.float64(0.8398332694441688)}}",{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,"{'warm': {'n_occurrences': 2, 'pairwise_sims': [0.9338472681282217], 'mean_sim': np.float64(0.9338472681282217)}}",{}
180144,"{'geweldig': {'n_occurrences': 2, 'pairwise_sims': [0.9197835386744946], 'mean_sim': np.float64(0.9197835386744946)}}",{}
180144,"{'hopen': {'n_occurrences': 2, 'pairwise_sims': [0.8915537684856825], 'mean_sim': np.float64(0.8915537684856825)}}",{}
180144,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8811104139218559], 'mean_sim': np.float64(0.8811104139218559)}}",{}
180144,"{'overtuigen': {'n_occurrences': 2, 'pairwise_sims': [0.9726695347682802], 'mean_sim': np.float64(0.9726695347682802)}}",{}
180144,"{'blij': {'n_occurrences': 2, 'pairwise_sims': [0.9351328050696391], 'mean_sim': np.float64(0.9351328050696391)}}",{}
180144,{},{}
180144,{},{}
180144,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8685519903451053], 'mean_sim': np.float64(0.8685519903451053)}}",{}
180144,"{'inspireren': {'n_occurrences': 2, 'pairwise_sims': [0.9301173999084609], 'mean_sim': np.float64(0.9301173999084609)}, 'warm': {'n_occurrences': 2, 'pairwise_sims': [0.9637813008706992], 'mean_sim': np.float64(0.9637813008706992)}}",{}
180144,{},{}
180144,{},{}
180144,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8926107749199098], 'mean_sim': np.float64(0.8926107749199098)}}",{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},"{'spanning': {'n_occurrences': 3, 'pairwise_sims': [0.9041683359873491, 0.9475007173213245, 0.9102509022040779], 'mean_sim': np.float64(0.9206399851709172)}}"
180144,{},{}
180144,{},{}
180144,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.9323179854251168, 0.8830113642605955, 0.8964884126682134], 'mean_sim': np.float64(0.9039392541179753)}}",{}
180144,{},{}
180144,{},{}
180144,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.91370118372111], 'mean_sim': np.float64(0.91370118372111)}}",{}
180144,{},"{'tegenzin': {'n_occurrences': 2, 'pairwise_sims': [0.9485689163035246], 'mean_sim': np.float64(0.9485689163035246)}, 'verlaten': {'n_occurrences': 2, 'pairwise_sims': [0.9573739248772675], 'mean_sim': np.float64(0.9573739248772675)}}"
180144,{},{}
180144,{},"{'spanning': {'n_occurrences': 2, 'pairwise_sims': [0.9718329743836605], 'mean_sim': np.float64(0.9718329743836605)}}"
180144,{},{}
180144,{},{}
180144,{},"{'lijden': {'n_occurrences': 2, 'pairwise_sims': [0.9361744627081372], 'mean_sim': np.float64(0.9361744627081372)}}"
180144,{},{}
180144,{},"{'lijden': {'n_occurrences': 2, 'pairwise_sims': [0.9170929450004011], 'mean_sim': np.float64(0.9170929450004011)}}"
180144,{},{}
180144,{},{}
180144,{},{}
180144,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9765078283555052], 'mean_sim': np.float64(0.9765078283555052)}}",{}
180144,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8623478106241659, 0.8374642488592526, 0.9669228334973927], 'mean_sim': np.float64(0.8889116309936037)}}","{'slecht': {'n_occurrences': 2, 'pairwise_sims': [0.9366121190103304], 'mean_sim': np.float64(0.9366121190103304)}}"
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9786221464174575], 'mean_sim': np.float64(0.9786221464174575)}, 'rustig': {'n_occurrences': 2, 'pairwise_sims': [0.9348768197076488], 'mean_sim': np.float64(0.9348768197076488)}}",{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,"{'energie': {'n_occurrences': 2, 'pairwise_sims': [0.9502330976309284], 'mean_sim': np.float64(0.9502330976309284)}}",{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,"{'indrukwekkend': {'n_occurrences': 2, 'pairwise_sims': [0.8962149226481738], 'mean_sim': np.float64(0.8962149226481738)}}",{}
180144,{},{}
180144,{},"{'slecht': {'n_occurrences': 2, 'pairwise_sims': [0.8654259760613073], 'mean_sim': np.float64(0.8654259760613073)}}"
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},"{'verlaten': {'n_occurrences': 2, 'pairwise_sims': [0.9741268900081222], 'mean_sim': np.float64(0.9741268900081222)}}"
180144,{},{}
180144,{},{}
180144,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9187085615912753], 'mean_sim': np.float64(0.9187085615912753)}}",{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8755796861202796, 0.7614376105011579, 0.7968904136398118], 'mean_sim': np.float64(0.8113025700870832)}, 'respectvol': {'n_occurrences': 2, 'pairwise_sims': [0.9840489543975072], 'mean_sim': np.float64(0.9840489543975072)}}",{}
180144,{},"{'verlaten': {'n_occurrences': 2, 'pairwise_sims': [0.8897094007154545], 'mean_sim': np.float64(0.8897094007154545)}}"
180144,{},{}
180144,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.7329818808193769], 'mean_sim': np.float64(0.7329818808193769)}}",{}
180144,{},{}
180144,{},{}
180144,"{'vrij': {'n_occurrences': 2, 'pairwise_sims': [0.9684622948880605], 'mean_sim': np.float64(0.9684622948880605)}}",{}
180144,{},{}
180144,"{'spontaan': {'n_occurrences': 2, 'pairwise_sims': [0.9826705887091699], 'mean_sim': np.float64(0.9826705887091699)}}",{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8430985225991723], 'mean_sim': np.float64(0.8430985225991723)}}",{}
180144,{},"{'moe': {'n_occurrences': 2, 'pairwise_sims': [0.961572969855311], 'mean_sim': np.float64(0.961572969855311)}}"
180144,{},{}
180144,"{'rustig': {'n_occurrences': 2, 'pairwise_sims': [0.9421037833874288], 'mean_sim': np.float64(0.9421037833874288)}}",{}
180144,{},{}
180144,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8854035791413812], 'mean_sim': np.float64(0.8854035791413812)}}",{}
180144,{},{}
180144,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8841140242703721], 'mean_sim': np.float64(0.8841140242703721)}}",{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8894399576652231], 'mean_sim': np.float64(0.8894399576652231)}}",{}
180144,{},{}
180144,{},"{'vermoeiend': {'n_occurrences': 2, 'pairwise_sims': [0.9234152436093238], 'mean_sim': np.float64(0.9234152436093238)}}"
180144,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.7648852295659616], 'mean_sim': np.float64(0.7648852295659616)}}",{}
180144,{},"{'conflict': {'n_occurrences': 2, 'pairwise_sims': [0.9419826926825683], 'mean_sim': np.float64(0.9419826926825683)}}"
180144,{},{}
180144,{},{}
180144,"{'hopen': {'n_occurrences': 2, 'pairwise_sims': [0.9407151473978568], 'mean_sim': np.float64(0.9407151473978568)}}",{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},"{'raken': {'n_occurrences': 2, 'pairwise_sims': [0.876118498489109], 'mean_sim': np.float64(0.876118498489109)}}"
180144,{},{}
180144,{},{}
180144,"{'geluk': {'n_occurrences': 2, 'pairwise_sims': [0.9777382176424902], 'mean_sim': np.float64(0.9777382176424902)}}",{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},"{'ziek': {'n_occurrences': 2, 'pairwise_sims': [0.9623861611347396], 'mean_sim': np.float64(0.9623861611347396)}}"
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.7078033184717336], 'mean_sim': np.float64(0.7078033184717336)}}",{}
180144,"{'zin': {'n_occurrences': 2, 'pairwise_sims': [0.8304605850241866], 'mean_sim': np.float64(0.8304605850241866)}}",{}
180144,{},{}
180144,{},{}
180144,"{'kracht': {'n_occurrences': 2, 'pairwise_sims': [0.8483569153139779], 'mean_sim': np.float64(0.8483569153139779)}}",{}
180144,"{'zeker': {'n_occurrences': 2, 'pairwise_sims': [0.8766610059165164], 'mean_sim': np.float64(0.8766610059165164)}}",{}
180144,{},{}
180144,{},{}
180144,{},"{'nederig': {'n_occurrences': 2, 'pairwise_sims': [0.9109006192958993], 'mean_sim': np.float64(0.9109006192958993)}}"
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,"{'gelukkig': {'n_occurrences': 2, 'pairwise_sims': [0.9488778778795293], 'mean_sim': np.float64(0.9488778778795293)}}",{}
180144,{},{}
180144,{},{}
180144,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8764149767377049], 'mean_sim': np.float64(0.8764149767377049)}}","{'af_leiden': {'n_occurrences': 2, 'pairwise_sims': [0.9763913727505403], 'mean_sim': np.float64(0.9763913727505403)}}"
180144,{},{}
180144,{},{}
180144,{},{}
180144,"{'rustig': {'n_occurrences': 2, 'pairwise_sims': [0.9648702740121549], 'mean_sim': np.float64(0.9648702740121549)}}",{}
180144,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9119619576787242], 'mean_sim': np.float64(0.9119619576787242)}}",{}
180144,"{'vrij': {'n_occurrences': 2, 'pairwise_sims': [0.916717496812562], 'mean_sim': np.float64(0.916717496812562)}}",{}
180144,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8440366026106016], 'mean_sim': np.float64(0.8440366026106016)}}",{}
180144,{},{}
180144,"{'wakker': {'n_occurrences': 2, 'pairwise_sims': [0.9741504575771167], 'mean_sim': np.float64(0.9741504575771167)}}",{}
180144,{},"{'afschuwelijk': {'n_occurrences': 2, 'pairwise_sims': [0.9556721340230934], 'mean_sim': np.float64(0.9556721340230934)}}"
180144,"{'wonderlijk': {'n_occurrences': 2, 'pairwise_sims': [0.9367953185389418], 'mean_sim': np.float64(0.9367953185389418)}}",{}
180144,{},{}
180144,{},{}
180144,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8651277907824703], 'mean_sim': np.float64(0.8651277907824703)}}",{}
180144,"{'fantastisch': {'n_occurrences': 2, 'pairwise_sims': [0.8838114184755145], 'mean_sim': np.float64(0.8838114184755145)}}",{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},"{'slecht': {'n_occurrences': 2, 'pairwise_sims': [0.8962871636491565], 'mean_sim': np.float64(0.8962871636491565)}}"
180144,{},{}
180144,{},{}
180144,{},"{'puzzelen': {'n_occurrences': 2, 'pairwise_sims': [0.9511939461266182], 'mean_sim': np.float64(0.9511939461266182)}}"
180144,{},"{'ongemotiveerd': {'n_occurrences': 2, 'pairwise_sims': [0.9865368771969156], 'mean_sim': np.float64(0.9865368771969156)}}"
180144,{},{}
180144,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.7618444721204854], 'mean_sim': np.float64(0.7618444721204854)}}",{}
180144,{},{}
180144,{},{}
180144,{},{}
180144,{},{}
180366,{},{}
180366,"{'uit_rusten': {'n_occurrences': 2, 'pairwise_sims': [0.9702536171374305], 'mean_sim': np.float64(0.9702536171374305)}, 'goed': {'n_occurrences': 4, 'pairwise_sims': [0.983232090158515, 0.9450711532920225, 0.8670604637371994, 0.9518938524651377, 0.8717468590226275, 0.8508057032004438], 'mean_sim': np.float64(0.9116350203126576)}, 'rustig': {'n_occurrences': 2, 'pairwise_sims': [0.884176289812092], 'mean_sim': np.float64(0.884176289812092)}}",{}
180366,"{'gerust': {'n_occurrences': 2, 'pairwise_sims': [0.9322020280978194], 'mean_sim': np.float64(0.9322020280978194)}}",{}
180366,{},{}
180366,{},{}
180366,{},{}
180366,{},{}
180366,{},{}
180366,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.8664884768891861], 'mean_sim': np.float64(0.8664884768891861)}, 'uit_rusten': {'n_occurrences': 3, 'pairwise_sims': [0.9898624225061768, 0.9693311755931392, 0.96651696429291], 'mean_sim': np.float64(0.975236854130742)}, 'blij': {'n_occurrences': 2, 'pairwise_sims': [0.9186444219834797], 'mean_sim': np.float64(0.9186444219834797)}}",{}
180366,{},"{'zenuwachtig': {'n_occurrences': 2, 'pairwise_sims': [0.9017414469801893], 'mean_sim': np.float64(0.9017414469801893)}}"
180366,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.8848815069935924, 0.940741338175777, 0.8662384931246572], 'mean_sim': np.float64(0.8972871127646754)}, 'rust': {'n_occurrences': 2, 'pairwise_sims': [0.9788209352093147], 'mean_sim': np.float64(0.9788209352093147)}}",{}
180366,"{'goed': {'n_occurrences': 6, 'pairwise_sims': [0.9349311540365453, 0.8794160815899924, 0.8558678744709256, 0.9235095755299739, 0.9529237614816733, 0.9248061948015147, 0.8777175507855866, 0.911910907342327, 0.9124723864623541, 0.8997851663333885, 0.8865196159515553, 0.8726357399223836, 0.8513327586481628, 0.8520483334352789, 0.9391154922234528], 'mean_sim': np.float64(0.898332839534341)}, 'rustig': {'n_occurrences': 2, 'pairwise_sims': [0.9071943090187093], 'mean_sim': np.float64(0.9071943090187093)}, 'enthousiast': {'n_occurrences': 2, 'pairwise_sims': [0.9091870262709116], 'mean_sim': np.float64(0.9091870262709116)}, 'zin': {'n_occurrences': 2, 'pairwise_sims': [0.8598679175724734], 'mean_sim': np.float64(0.8598679175724734)}}",{}
180366,{},{}
180366,{},{}
180366,"{'goed': {'n_occurrences': 3, 'pairwise_sims': [0.980850462611803, 0.8666552534277623, 0.8594987288941179], 'mean_sim': np.float64(0.9023348149778944)}}",{}
180366,"{'goed': {'n_occurrences': 2, 'pairwise_sims': [0.9156301226649616], 'mean_sim': np.float64(0.9156301226649616)}, 'rustig': {'n_occurrences': 2, 'pairwise_sims': [0.937741285095349], 'mean_sim': np.float64(0.937741285095349)}}",{}
